1125,Lance,138,null,null,Iron Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/iron-lance,14,14,12,0,0,0,0,14,14,22,0,0,0,0,
1126,Lance,161,null,null,Iron Lance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/iron-lance+,18,8,14,0,0,0,0,18,8,22,2,0,0,0,
1127,Lance,184,null,null,Knight Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/knight-lance,12,6,20,2,0,0,0,12,6,20,12,0,0,0,
1128,Lance,230,null,null,Knight Lance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/knight-lance+,14,6,20,10,0,0,0,14,6,20,18,2,0,0,
1129,Lance,253,null,null,Rampart,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/rampart,18,14,16,12,0,0,0,18,14,16,16,6,0,0,
1130,Lance,299,null,null,Rampart+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/rampart+,14,8,24,14,0,0,0,14,8,24,18,6,0,0,
1131,Lance,368,null,null,Babel Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/babel-spear,12,10,22,16,0,0,0,12,10,22,18,8,0,0,Fire,220,1,
1132,Lance,414,null,null,Elder Babel Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/elder-babel-spear,10,14,16,20,10,0,0,10,14,16,20,16,4,0,Fire,280,1,
1133,Lance,506,null,null,Elder Babel Spear+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/elder-babel-spear+,16,24,14,8,6,2,0,16,24,14,8,6,12,0,Fire,330,1,
1134,Lance,621,null,null,Lost Babel,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/lost-babel,10,14,16,20,16,4,0,10,14,16,20,16,10,4,Fire,380,1,
1135,Lance,299,null,null,Drill Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/drill-lance,22,2,8,2,6,0,0,22,2,8,2,16,0,0,Thunder,300,0,
1136,Lance,322,null,null,Megadrill Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/megadrill-lance,6,14,14,4,12,0,0,6,14,14,4,20,2,0,Thunder,380,0,
1137,Lance,391,null,null,Megadrill Lance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/megadrill-lance+,24,12,10,10,14,0,0,24,12,10,10,18,6,0,Thunder,450,0,
1138,Lance,460,null,null,Gigadrill Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gigadrill-lance,30,10,10,10,12,8,0,30,10,10,10,12,18,0,Thunder,500,0,
1139,Lance,276,15,null,Eiferschild,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/eiferschild,40,2,4,14,0,0,0,40,2,4,22,2,0,0,Dragon,200,0,
1140,Lance,299,20,null,Fieberschild,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/fieberschild,38,4,12,16,0,0,0,38,4,12,16,8,2,0,Dragon,220,0,
1141,Lance,322,20,null,Zornesschild,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/zornesschild,16,24,14,8,6,2,0,16,24,14,8,6,12,0,Dragon,350,0,
1142,Lance,368,35,null,L'\u00c9gide,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/legide,20,14,16,8,10,2,0,20,14,16,8,10,12,0,Dragon,440,0,
1143,Lance,506,40,null,Le Sage,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/le-sage,14,8,24,18,12,4,0,14,8,24,18,12,12,2,Dragon,500,0,
1144,Lance,575,45,null,Le Paladin,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/le-paladin,20,14,16,10,6,14,0,20,14,16,10,6,16,8,Dragon,560,0,
1145,Lance,299,-15,null,Venom Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/venom-lance,16,8,16,0,0,0,0,16,8,22,4,0,0,0,Poison,100,0,
1146,Lance,345,-15,null,Basarios Venom Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/basarios-venom-spear,18,14,16,2,0,0,0,18,14,16,12,0,0,0,Poison,120,0,
1147,Lance,414,-10,null,Gravios Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gravios-spear,18,14,16,12,0,0,0,18,14,16,16,6,0,0,Poison,250,0,
1148,Lance,437,null,null,Black Gravios Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/black-gravios-spear,16,8,22,20,4,0,0,16,8,22,20,12,2,0,Poison,270,0,
1149,Lance,598,null,null,Gravios Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gravios-lance,14,8,24,18,6,0,0,14,8,24,18,12,4,0,Poison,320,0,
1150,Lance,644,null,null,Gravios Fire Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gravios-fire-lance,20,10,26,14,8,2,0,20,10,26,14,8,12,0,Poison,380,0,
1151,Lance,414,-15,null,Diablos Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/diablos-lance,14,8,10,8,0,0,0,14,8,10,18,0,0,0,
1152,Lance,529,-10,null,Diablos Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/diablos-spear,6,14,32,8,0,0,0,6,14,32,14,2,2,0,
1153,Lance,644,-10,null,Cera Creos,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/cera-creos,40,2,4,22,2,0,0,40,2,4,22,10,2,0,
1154,Lance,713,-20,null,Black Tempest,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/black-tempest,16,10,10,32,2,0,0,16,10,10,32,8,4,0,
1155,Lance,759,-20,null,Rising Tempest,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/rising-tempest,24,6,20,28,2,0,0,24,6,20,28,6,2,4,
1156,Lance,230,null,null,Fragrance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/fragrance,8,8,18,6,0,0,0,8,8,18,16,0,0,0,Sleep,120,0,
1157,Lance,253,null,null,Fragrance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/fragrance+,10,14,16,20,0,0,0,10,14,16,20,10,0,0,Sleep,200,0,
1158,Lance,299,null,null,Dark Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/dark-spear,6,4,34,24,2,0,0,6,4,34,24,12,0,0,Sleep,230,0,
1159,Lance,345,null,null,Darkness,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/darkness,20,14,16,8,10,2,0,20,14,16,8,10,12,0,Sleep,260,0,
1160,Lance,414,null,null,Darkness+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/darkness+,22,12,4,14,14,4,0,22,12,4,14,14,14,0,Sleep,280,0,
1161,Lance,483,null,null,Dark Din,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/dark-din,30,10,10,10,12,8,0,30,10,10,10,12,18,0,Sleep,300,0,
1162,Lance,184,null,null,Bone Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/bone-lance,30,4,6,0,0,0,0,30,4,16,0,0,0,0,
1163,Lance,207,null,null,Bone Lance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/bone-lance+,30,4,6,0,0,0,0,30,4,16,0,0,0,0,
1164,Lance,230,null,null,Spiked Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/spiked-spear,18,8,14,0,0,0,0,18,8,22,2,0,0,0,
1165,Lance,276,null,null,Spiked Spear+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/spiked-spear+,12,6,20,2,0,0,0,12,6,20,12,0,0,0,
1166,Lance,299,null,null,Spiked Javelin,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/spiked-javelin,8,8,18,6,0,0,0,8,8,18,16,0,0,0,
1167,Lance,322,-15,null,Tiger Stinger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/tiger-stinger,20,8,14,14,4,0,0,20,8,14,14,14,0,0,
1168,Lance,414,-10,null,Tigrex Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/tigrex-lance,6,12,32,16,4,0,0,6,12,32,16,14,0,0,
1169,Lance,460,-5,null,Accursed Stinger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/accursed-stinger,8,32,6,4,10,0,0,8,32,6,4,20,0,0,Blast,80,1,
1170,Lance,483,15,null,Predator Gravelance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/predator-gravelance,22,2,8,2,16,0,0,22,2,8,2,26,0,0,Blast,100,1,
1171,Lance,644,15,null,Predator Gravelance+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/predator-gravelance+,20,12,8,14,10,6,0,20,12,8,14,10,16,0,Blast,150,1,
1172,Lance,713,20,null,Ruthless Grislance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/ruthless-grislance,22,22,10,12,6,8,0,22,22,10,12,6,16,2,Blast,180,1,
1173,Lance,345,null,null,Dios Stinger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/dios-stinger,16,14,8,12,0,0,0,16,14,8,22,0,0,0,Blast,170,0,
1174,Lance,391,null,null,Dios Stinger+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/dios-stinger+,16,14,8,22,0,0,0,16,14,8,28,4,0,0,Blast,200,0,
1175,Lance,414,null,null,Demolition Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/demolition-lance,10,8,24,24,4,0,0,10,8,24,24,12,2,0,Blast,280,0,
1176,Lance,598,null,null,Albrach Demolisher,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/albrach-demolisher,14,12,8,28,16,2,0,14,12,8,28,16,10,2,Blast,340,0,
1177,Lance,644,null,null,Lightbreak Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/lightbreak-lance,16,14,8,18,20,4,0,16,14,8,18,20,8,6,Blast,400,0,
1178,Lance,299,null,null,Red Tail,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/red-tail,10,8,24,18,0,0,0,10,8,24,24,4,0,0,Fire,180,0,
1179,Lance,368,null,null,Spear of Prominence,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/spear-of-prominence,6,12,32,16,4,0,0,6,12,32,16,14,0,0,Fire,220,0,
1180,Lance,460,null,null,Silver Prominence,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/silver-prominence,18,8,22,14,8,0,0,18,8,22,14,12,6,0,Fire,290,0,
1181,Lance,621,null,null,Sol Prominence,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/sol-prominence,12,10,22,18,12,6,0,12,10,22,18,12,12,4,Fire,330,0,
1182,Lance,667,null,null,Immaculate Soul,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/immaculate-soul,32,6,12,10,6,14,0,32,6,12,10,6,18,6,Fire,380,0,
1183,Lance,391,5,null,Blue Prominence,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/blue-prominence,14,12,8,32,4,0,0,14,12,8,32,12,2,0,Fire,370,0,
1184,Lance,598,10,null,Soul of Prominence,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/soul-of-prominence,14,8,24,18,12,4,0,14,8,24,18,12,12,2,Fire,480,0,
1185,Lance,276,-10,null,Twistcrawl,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/twistcrawl,16,14,8,22,0,0,0,16,14,8,28,4,0,0,Para,120,0,
1186,Lance,299,-10,null,Twistcrawl+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/twistcrawl+,24,4,8,18,6,0,0,24,4,8,18,16,0,0,Para,160,0,
1187,Lance,368,-5,null,Twisting Crawler,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/twisting-crawler,14,8,24,18,6,0,0,14,8,24,18,12,4,0,Para,190,0,
1188,Lance,414,-5,null,Paratwist Crawler,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/paratwist-crawler,20,8,14,14,14,0,0,20,8,14,14,18,6,0,Para,200,0,
1189,Lance,575,-10,null,Paragyred Spear,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/paragyred-spear,32,6,12,10,6,4,0,32,6,12,10,6,14,0,Para,240,0,
1190,Lance,644,-10,null,Asclepius,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/asclepius,14,6,20,18,14,8,0,14,6,20,18,14,14,4,Para,270,0,
1191,Lance,529,10,null,Jingana,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/jingana,16,24,14,8,6,2,0,16,24,14,8,6,12,0,Water,290,0,
1192,Lance,598,10,null,Jingana+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/jingana+,20,10,26,14,8,2,0,20,10,26,14,8,12,0,Water,310,0,
1193,Lance,644,10,null,Caduceus,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/caduceus,16,8,22,20,12,2,0,16,8,22,20,12,8,4,Water,340,0,
1194,Lance,230,null,null,Expelger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/expelger,14,8,10,8,0,0,0,14,8,10,18,0,0,0,Water,180,0,
1195,Lance,253,null,null,Expelgorer,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/expelgorer,14,8,10,18,0,0,0,14,8,10,28,0,0,0,Water,220,0,
1196,Lance,276,null,null,Expelgorer+,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/expelgorer+,14,12,8,26,0,0,0,14,12,8,32,4,0,0,Water,250,0,
1197,Lance,322,null,null,Expelgouger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/expelgouger,14,6,8,32,0,0,0,14,6,8,32,10,0,0,Water,320,0,
1198,Lance,345,null,null,Rexpelgouger,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/rexpelgouger,14,12,8,32,4,0,0,14,12,8,32,12,2,0,Water,400,0,
1199,Lance,529,null,null,Shuraba Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/shuraba-lance,16,10,10,32,8,4,0,16,10,10,32,8,14,0,Water,550,0,
1200,Lance,483,null,null,Shula Shuraba,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/shula-shuraba,16,24,14,8,6,2,0,16,24,14,8,6,12,0,Fire,580,0,
1201,Lance,506,null,null,White Shula Shuraba,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/white-shula-shuraba,30,10,10,10,12,8,0,30,10,10,10,12,18,0,Fire,630,0,
1202,Lance,322,null,null,Gobulu Muruka,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gobulu-muruka,12,8,10,32,8,0,0,12,8,10,32,10,8,0,Para,230,0,
1203,Lance,345,null,null,Gobuluku Muraaka,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gobuluku-muraaka,16,4,6,34,10,0,0,16,4,6,34,10,10,0,Para,270,0,
1204,Lance,460,null,null,Gobulaluku Bosca,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gobulaluku-bosca,40,12,2,4,10,2,0,40,12,2,4,10,12,0,Para,290,0,
1205,Lance,529,null,null,Gobulaluku Aquir,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/gobulaluku-aquir,32,6,12,10,6,4,0,32,6,12,10,6,14,0,Para,320,0,
1206,Lance,299,null,null,Usurper's Coming,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/usurpers-coming,12,8,24,16,0,0,0,12,8,24,20,6,0,0,Thunder,200,0,
1207,Lance,368,null,null,Despot's Cacophony,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/despots-cacophony,6,12,32,16,4,0,0,6,12,32,16,14,0,0,Thunder,240,0,
1208,Lance,460,null,null,Demon Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/demon-lance,10,6,26,18,0,0,0,10,6,26,20,8,0,0,Thunder,250,0,
1209,Lance,506,null,null,Great Demon Lance,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/great-demon-lance,10,14,16,20,0,0,0,10,14,16,20,10,0,0,Thunder,270,0,
1210,Lance,644,null,null,Demonlance Rajang,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/demonlance-rajang,6,12,32,16,14,0,0,6,12,32,16,14,8,2,Thunder,290,0,
1211,Lance,690,null,null,Demonray Rajang,http:\/\/kiranico.com\/en\/mh4u\/weapon\/lance\/demonray-rajang,16,8,22,20,12,2,0,16,8,22,20,12,8,4,Thunder,310,0,
